Code,Municipio,Depto,Censo electoral,Participación/Total votos,Abstención,Ganador circunscripción nacional,Votos válidos (Nacional),Alianza Verde,Cambio Radical,Centro Democrático,MIRA,Partido Conservador,Partido de la U,Partido Liberal,Polo Democrático Alternativo,Opción Ciudadana,Voto en blanco (Nacional),Ganador circunscripción indígena,Votos válidos (Indígenas),AICO,ANIC,ASI,Asoc. Autoridades trad. y cabildos indígenas de Colombia,Cabildo Resg. de Calderas,Cabildo San Sebastián de los Lagos,Comunidad de Barrancon,Corp. Indígena Yanacona,Dignidades agropecuarias indígenas,MAIS,Multietnia Colombia,OPIAC,OPIC,Renovación étnica de Colombia,Voto en blanco (Indígenas),Votos válidos (todas las circunscripciones),Votos inválidos,Votos Nulos,Tarjetones No Marcados,%Participación,%Abstención,%Válidos (Nacional),%Alianza Verde,%Cambio Radical,%Centro Democrático,%MIRA,%Partido Conservador,%Partido de la U,%Partido Liberal,%Polo Democrático Alternativo,%Opción Ciudadana,%Blancos (Nacional),%Válidos (Indígenas),%AICO,%ANIC,%ASI,%Asoc. Autoridades trad. y cabildos indígenas de Colombia,%Cabildo Resg. de Calderas,%Cabildo San Sebastián de los Lagos,%Comunidad de Barrancon,%Corp. Indígena Yanacona,%Dignidades agropecuarias indígenas,%MAIS,%Multietnia Colombia,%OPIAC,%OPIC,%Renovación étnica de Colombia,%Blancos (Indígenas),%Válidos (Todas las circunscripciones),%Votos inválidos,%Votos Nulos,%Tarjetones No Marcados
15325,Guayatá,Boyacá,3889,1691,2198,Partido Conservador,1374,36,33,102,8,957,45,74,30,25,64,Voto en Blanco,23,,3,2,2,,1,2,,,1,,2,,,10,1397,294,67,227,43.48,56.52,81.25,2.62,2.4,7.42,0.58,69.65,3.28,5.39,2.18,1.82,4.66,1.36,0,13.04,8.7,8.7,0,4.35,8.7,0,0,4.35,0,8.7,0,0,43.48,82.61,17.39,3.96,13.42
15332,Güicán,Boyacá,2995,1353,1642,Centro Democrático,1053,90,21,641,6,136,27,16,16,4,96,MAIS,50,,1,,,,,,,,29,1,,,1,18,1103,250,132,118,45.18,54.82,77.83,8.55,1.99,60.87,0.57,12.92,2.56,1.52,1.52,0.38,9.12,3.7,0,2,0,0,0,0,0,0,0,58,2,0,0,2,36,81.52,18.48,9.76,8.72
15362,Iza,Boyacá,2104,842,1262,Partido Conservador,712,45,16,185,9,208,42,80,44,7,76,Voto en Blanco,18,,,3,,,,,,,,1,3,,,11,730,112,72,40,40.02,59.98,84.56,6.32,2.25,25.98,1.26,29.21,5.9,11.24,6.18,0.98,10.67,2.14,0,0,16.67,0,0,0,0,0,0,0,5.56,16.67,0,0,61.11,86.7,13.3,8.55,4.75
15367,Jenesano,Boyacá,5269,2036,3233,Partido Liberal,1506,92,70,104,24,302,297,417,58,25,117,Voto en Blanco,48,,1,8,,5,,,,,3,,1,,1,29,1554,482,211,271,38.64,61.36,73.97,6.11,4.65,6.91,1.59,20.05,19.72,27.69,3.85,1.66,7.77,2.36,0,2.08,16.67,0,10.42,0,0,0,0,6.25,0,2.08,0,2.08,60.42,76.33,23.67,10.36,13.31
15368,Jericó,Boyacá,3112,1423,1689,Partido Conservador,1073,104,28,267,4,385,69,38,24,105,49,Voto en Blanco,16,,,3,,2,,,1,,,1,,1,1,7,1089,334,62,272,45.73,54.27,75.4,9.69,2.61,24.88,0.37,35.88,6.43,3.54,2.24,9.79,4.57,1.12,0,0,18.75,0,12.5,0,0,6.25,0,0,6.25,0,6.25,6.25,43.75,76.53,23.47,4.36,19.11
15377,Labranzagrande,Boyacá,2662,1373,1289,Centro Democrático,996,47,15,447,5,254,77,97,19,8,27,Voto en Blanco,12,,1,,,,,,,1,1,3,,,1,5,1008,365,48,317,51.58,48.42,72.54,4.72,1.51,44.88,0.5,25.5,7.73,9.74,1.91,0.8,2.71,0.87,0,8.33,0,0,0,0,0,0,8.33,8.33,25,0,0,8.33,41.67,73.42,26.58,3.5,23.09
15380,La Capilla,Boyacá,2565,1084,1481,Partido Conservador,839,31,9,86,36,372,184,17,22,4,78,Voto en Blanco,16,,,1,,,,1,,,,,2,,,12,855,229,84,145,42.26,57.74,77.4,3.69,1.07,10.25,4.29,44.34,21.93,2.03,2.62,0.48,9.3,1.48,0,0,6.25,0,0,0,6.25,0,0,0,0,12.5,0,0,75,78.87,21.13,7.75,13.38
15401,La Victoria,Boyacá,2517,620,1897,Partido de la U,468,30,3,27,,26,258,90,5,19,10,Empate,7,,,3,,,,,,,,,1,,,3,475,145,79,66,24.63,75.37,75.48,6.41,0.64,5.77,0,5.56,55.13,19.23,1.07,4.06,2.14,1.13,0,0,42.86,0,0,0,0,0,0,0,0,14.29,0,0,42.86,76.61,23.39,12.74,10.65
15403,La Uvita,Boyacá,1481,1112,369,Partido Conservador,948,192,34,210,1,332,26,79,9,7,58,Voto en Blanco,7,1,,1,,,,,,,,,,,,5,955,157,89,68,75.08,24.92,85.25,20.25,3.59,22.15,0.11,35.02,2.74,8.33,0.95,0.74,6.12,0.63,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,71.43,85.88,14.12,8,6.12
15407,Villa de Leyva,Boyacá,9348,4833,4515,Centro Democrático,3909,284,297,819,40,517,469,631,249,155,448,Voto en Blanco,111,2,3,6,,,,1,,,11,2,15,,6,65,4020,813,560,253,51.7,48.3,80.88,7.27,7.6,20.95,1.02,13.23,12,16.14,6.37,3.97,11.46,2.3,1.8,2.7,5.41,0,0,0,0.9,0,0,9.91,1.8,13.51,0,5.41,58.56,83.18,16.82,11.59,5.23
15425,Macanal,Boyacá,3544,1553,1991,Cambio Radical,1203,30,345,250,25,264,127,28,40,5,89,Voto en Blanco,21,3,1,1,,1,,,,,1,1,,,,13,1224,329,148,181,43.82,56.18,77.46,2.49,28.68,20.78,2.08,21.95,10.56,2.33,3.33,0.42,7.4,1.35,14.29,4.76,4.76,0,4.76,0,0,0,0,4.76,4.76,0,0,0,61.9,78.82,21.18,9.53,11.65
15442,Maripí,Boyacá,6719,2559,4160,Partido Liberal,2180,90,62,89,8,445,124,1277,24,21,40,Voto en Blanco,15,,,2,1,,,1,,,1,,,1,1,8,2195,364,147,217,38.09,61.91,85.19,4.13,2.84,4.08,0.37,20.41,5.69,58.58,1.1,0.96,1.83,0.59,0,0,13.33,6.67,0,0,6.67,0,0,6.67,0,0,6.67,6.67,53.33,85.78,14.22,5.74,8.48
15455,Miraflores,Boyacá,7544,3895,3649,Partido Liberal,3060,615,193,296,77,153,445,646,116,48,471,Voto en Blanco,103,1,1,3,,3,,,,2,4,2,,,1,86,3163,732,318,414,51.63,48.37,78.56,20.1,6.31,9.67,2.52,5,14.54,21.11,3.79,1.57,15.39,2.64,0.97,0.97,2.91,0,2.91,0,0,0,1.94,3.88,1.94,0,0,0.97,83.5,81.21,18.79,8.16,10.63
15464,Mongua,Boyacá,3832,1990,1842,Partido Conservador,1681,42,23,574,5,610,78,126,62,45,116,ASI,29,1,3,11,,2,,1,,,,2,2,,,7,1710,280,169,111,51.93,48.07,84.47,2.5,1.37,34.15,0.3,36.29,4.64,7.5,3.69,2.68,6.9,1.46,3.45,10.34,37.93,0,6.9,0,3.45,0,0,0,6.9,6.9,0,0,24.14,85.93,14.07,8.49,5.58
15466,Monguí,Boyacá,3410,1657,1753,Empate,1361,290,40,209,13,290,121,106,146,22,124,Voto en Blanco,33,1,2,2,,1,,1,,,2,,1,,,23,1394,263,159,104,48.59,51.41,82.14,21.31,2.94,15.36,0.96,21.31,8.89,7.79,10.73,1.62,9.11,1.99,3.03,6.06,6.06,0,3.03,0,3.03,0,0,6.06,0,3.03,0,0,69.7,84.13,15.87,9.6,6.28
15469,Moniquirá,Boyacá,16649,8046,8603,Opción Ciudadana,6494,569,158,758,84,1117,1101,345,241,1674,447,Voto en Blanco,78,3,4,4,1,,,,,,,4,4,1,2,55,6572,1474,786,688,48.33,51.67,80.71,8.76,2.43,11.67,1.29,17.2,16.95,5.31,3.71,25.78,6.88,0.97,3.85,5.13,5.13,1.28,0,0,0,0,0,0,5.13,5.13,1.28,2.56,70.51,81.68,18.32,9.77,8.55
15476,Motavita,Boyacá,4586,2529,2057,Partido Liberal,1958,156,108,83,8,278,414,481,216,29,185,Voto en Blanco,52,1,6,3,,2,,,,2,,1,2,,1,34,2010,519,330,189,55.15,44.85,77.42,7.97,5.52,4.24,0.41,14.2,21.14,24.57,11.03,1.48,9.45,2.06,1.92,11.54,5.77,0,3.85,0,0,0,3.85,0,1.92,3.85,0,1.92,65.38,79.48,20.52,13.05,7.47
15480,Muzo,Boyacá,6960,3175,3785,Partido Conservador,2517,86,59,543,31,1341,178,87,58,36,98,Voto en Blanco,35,2,1,4,,,,,1,,,3,1,2,2,19,2552,623,244,379,45.62,54.38,79.28,3.42,2.34,21.57,1.23,53.28,7.07,3.46,2.3,1.43,3.89,1.1,5.71,2.86,11.43,0,0,0,0,2.86,0,0,8.57,2.86,5.71,5.71,54.29,80.38,19.62,7.69,11.94
15491,Nobsa,Boyacá,10860,5961,4899,Voto en Blanco,4767,587,285,430,92,745,473,815,376,101,863,Voto en Blanco,168,11,6,13,,2,,2,2,1,3,2,5,,2,119,4935,1026,718,308,54.89,45.11,79.97,12.31,5.98,9.02,1.93,15.63,9.92,17.1,7.89,2.12,18.1,2.82,6.55,3.57,7.74,0,1.19,0,1.19,1.19,0.6,1.79,1.19,2.98,0,1.19,70.83,82.79,17.21,12.04,5.17
15494,Nuevo Colón,Boyacá,4435,1873,2562,Partido Conservador,1397,67,189,104,68,410,106,193,52,11,197,Voto en Blanco,62,,1,,,3,,,,,1,,,,1,56,1459,414,205,209,42.23,57.77,74.59,4.8,13.53,7.44,4.87,29.35,7.59,13.82,3.72,0.79,14.1,3.31,0,1.61,0,0,4.84,0,0,0,0,1.61,0,0,0,1.61,90.32,77.9,22.1,10.95,11.16
15500,Oicatá,Boyacá,2287,1134,1153,Partido Conservador,947,103,32,86,7,321,117,88,82,11,100,Voto en Blanco,22,,2,1,,,,2,1,,,,,,,16,969,165,96,69,49.58,50.42,83.51,10.88,3.38,9.08,0.74,33.9,12.35,9.29,8.66,1.16,10.56,1.94,0,9.09,4.55,0,0,0,9.09,4.55,0,0,0,0,0,0,72.73,85.45,14.55,8.47,6.08
15507,Otanche,Boyacá,6420,2862,3558,Centro Democrático,2278,54,82,627,42,521,466,128,47,237,74,Voto en Blanco,34,,2,2,,,1,,1,,3,,2,9,3,11,2312,550,255,295,44.58,55.42,79.59,2.37,3.6,27.52,1.84,22.87,20.46,5.62,2.06,10.4,3.25,1.19,0,5.88,5.88,0,0,2.94,0,2.94,0,8.82,0,5.88,26.47,8.82,32.35,80.78,19.22,8.91,10.31
15511,Pachavita,Boyacá,2007,1007,1000,Centro Democrático,764,57,8,308,9,191,34,13,25,42,77,Voto en Blanco,18,,2,,,,,,,1,1,,1,,,13,782,225,70,155,50.17,49.83,75.87,7.46,1.05,40.31,1.18,25,4.45,1.7,3.27,5.5,10.08,1.79,0,11.11,0,0,0,0,0,0,5.56,5.56,0,5.56,0,0,72.22,77.66,22.34,6.95,15.39
15514,Páez,Boyacá,2284,1178,1106,Centro Democrático,936,138,38,330,4,44,200,57,8,46,71,Voto en Blanco,19,1,1,,,,,1,1,,2,3,1,,,9,955,223,88,135,51.58,48.42,79.46,14.74,4.06,35.26,0.43,4.7,21.37,6.09,0.85,4.91,7.59,1.61,5.26,5.26,0,0,0,0,5.26,5.26,0,10.53,15.79,5.26,0,0,47.37,81.07,18.93,7.47,11.46
15516,Paipa,Boyacá,23383,11876,11507,Partido Conservador,9913,1581,375,1046,246,2748,682,1346,531,187,1171,Voto en Blanco,212,5,3,10,1,3,,2,1,,7,4,5,1,2,168,10125,1751,1040,711,50.79,49.21,83.47,15.95,3.78,10.55,2.48,27.72,6.88,13.58,5.36,1.89,11.81,1.79,2.36,1.42,4.72,0.47,1.42,0,0.94,0.47,0,3.3,1.89,2.36,0.47,0.94,79.25,85.26,14.74,8.76,5.99
15518,Pajarito,Boyacá,1614,770,844,Centro Democrático,639,101,33,257,,22,70,89,26,26,15,Voto en Blanco,10,,1,1,1,,,,1,1,,,,,,5,649,121,44,77,47.71,52.29,82.99,15.81,5.16,40.22,0,3.44,10.95,13.93,4.07,4.07,2.35,1.3,0,10,10,10,0,0,0,10,10,0,0,0,0,0,50,84.29,15.71,5.71,10
15522,Panqueba,Boyacá,1508,644,864,Centro Democrático,551,20,11,341,3,84,25,28,19,1,19,Empate,2,,,,,1,,,1,,,,,,,0,553,91,18,73,42.71,57.29,85.56,3.63,2,61.89,0.54,15.25,4.54,5.08,3.45,0.18,3.45,0.31,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,85.87,14.13,2.8,11.34
15531,Pauna,Boyacá,6763,3046,3717,Partido Conservador,2321,61,88,287,48,992,504,93,65,69,114,Voto en Blanco,49,,4,3,,2,,,,,1,5,3,4,2,25,2370,676,237,439,45.04,54.96,76.2,2.63,3.79,12.37,2.07,42.74,21.71,4.01,2.8,2.97,4.91,1.61,0,8.16,6.12,0,4.08,0,0,0,0,2.04,10.2,6.12,8.16,4.08,51.02,77.81,22.19,7.78,14.41
15533,Paya,Boyacá,1288,716,572,Partido Conservador,568,25,21,67,,371,22,24,30,1,7,Empate,5,,,2,,,,,,,,,,,1,2,573,143,13,130,55.59,44.41,79.33,4.4,3.7,11.8,0,65.32,3.87,4.23,5.28,0.18,1.23,0.7,0,0,40,0,0,0,0,0,0,0,0,0,0,20,40,80.03,19.97,1.82,18.16
15537,Paz de Río,Boyacá,4420,2081,2339,Alianza Verde,1798,637,171,76,11,287,88,283,83,49,113,Voto en Blanco,25,1,1,3,,1,,1,,,,4,2,,,12,1823,258,92,166,47.08,52.92,86.4,35.43,9.51,4.23,0.61,15.96,4.89,15.74,4.62,2.73,6.28,1.2,4,4,12,0,4,0,4,0,0,0,16,8,0,0,48,87.6,12.4,4.42,7.98
15542,Pesca,Boyacá,6118,2804,3314,Partido Conservador,2268,155,44,142,6,1511,94,88,57,28,143,Voto en Blanco,39,1,2,3,1,1,,1,2,1,4,3,,,,20,2307,497,218,279,45.83,54.17,80.88,6.83,1.94,6.26,0.26,66.62,4.14,3.88,2.51,1.23,6.31,1.39,2.56,5.13,7.69,2.56,2.56,0,2.56,5.13,2.56,10.26,7.69,0,0,0,51.28,82.28,17.72,7.77,9.95
15550,Pisba,Boyacá,957,586,371,Partido Conservador,402,5,11,115,1,135,21,86,15,,13,ASI,13,,,11,1,1,,,,,,,,,,0,415,171,18,153,61.23,38.77,68.6,1.24,2.74,28.61,0.25,33.58,5.22,21.39,3.73,0,3.23,2.22,0,0,84.62,7.69,7.69,0,0,0,0,0,0,0,0,0,0,70.82,29.18,3.07,26.11
15572,Puerto Boyacá,Boyacá,31160,12336,18824,Centro Democrático,9240,1079,669,1877,334,926,1414,1435,352,447,707,Voto en Blanco,450,11,12,157,2,6,1,4,3,3,28,12,10,13,11,177,9690,2646,1432,1214,39.59,60.41,74.9,11.68,7.24,20.31,3.61,10.02,15.3,15.53,3.81,4.84,7.65,3.65,2.44,2.67,34.89,0.44,1.33,0.22,0.89,0.67,0.67,6.22,2.67,2.22,2.89,2.44,39.33,78.55,21.45,11.61,9.84
15580,Quípama,Boyacá,4886,2004,2882,Centro Democrático,1372,62,24,473,12,368,257,58,44,24,50,Voto en Blanco,46,,1,4,,4,1,2,1,2,10,3,,3,2,13,1418,586,217,369,41.02,58.98,68.46,4.52,1.75,34.48,0.87,26.82,18.73,4.23,3.21,1.75,3.64,2.3,0,2.17,8.7,0,8.7,2.17,4.35,2.17,4.35,21.74,6.52,0,6.52,4.35,28.26,70.76,29.24,10.83,18.41
15599,Ramiriquí,Boyacá,8416,3454,4962,Partido Liberal,2919,135,148,441,39,478,110,730,105,402,331,Voto en Blanco,71,1,2,3,,1,,1,,,1,4,1,,2,55,2990,464,276,188,41.04,58.96,84.51,4.62,5.07,15.11,1.34,16.38,3.77,25.01,3.6,13.77,11.34,2.06,1.41,2.82,4.23,0,1.41,0,1.41,0,0,1.41,5.63,1.41,0,2.82,77.46,86.57,13.43,7.99,5.44
15600,Ráquira,Boyacá,4388,2176,2212,Partido Conservador,1674,193,181,297,27,343,164,213,69,33,154,Voto en Blanco,66,3,6,10,2,2,,,,,2,,2,1,,38,1740,436,208,228,49.59,50.41,76.93,11.53,10.81,17.74,1.61,20.49,9.8,12.72,4.12,1.97,9.2,3.03,4.55,9.09,15.15,3.03,3.03,0,0,0,0,3.03,0,3.03,1.52,0,57.58,79.96,20.04,9.56,10.48
15621,Rondón,Boyacá,2265,1060,1205,Partido Conservador,880,74,162,107,2,240,120,107,11,14,43,Voto en Blanco,19,,,3,3,2,,,,,1,1,,,,9,899,161,68,93,46.8,53.2,83.02,8.41,18.41,12.16,0.23,27.27,13.64,12.16,1.25,1.59,4.89,1.79,0,0,15.79,15.79,10.53,0,0,0,0,5.26,5.26,0,0,0,47.37,84.81,15.19,6.42,8.77
15632,Saboyá,Boyacá,9439,4481,4958,Partido Conservador,3425,224,174,845,115,924,246,433,112,34,318,Voto en Blanco,92,,2,4,,3,,2,1,,2,2,1,8,4,63,3517,964,448,516,47.47,52.53,76.43,6.54,5.08,24.67,3.36,26.98,7.18,12.64,3.27,0.99,9.28,2.05,0,2.17,4.35,0,3.26,0,2.17,1.09,0,2.17,2.17,1.09,8.7,4.35,68.48,78.49,21.51,10,11.52
15638,Sáchica,Boyacá,3068,1884,1184,Partido de la U,1528,190,171,61,90,166,365,308,56,33,88,Voto en Blanco,30,,4,6,1,1,,,1,1,2,,1,1,,12,1558,326,118,208,61.41,38.59,81.1,12.43,11.19,3.99,5.89,10.86,23.89,20.16,3.66,2.16,5.76,1.59,0,13.33,20,3.33,3.33,0,0,3.33,3.33,6.67,0,3.33,3.33,0,40,82.7,17.3,6.26,11.04
15646,Samacá,Boyacá,12609,7392,5217,Partido Liberal,5759,508,500,294,59,485,785,2268,197,60,603,Voto en Blanco,110,,2,4,1,3,,,2,1,3,3,2,,,89,5869,1523,823,700,58.62,41.38,77.91,8.82,8.68,5.11,1.02,8.42,13.63,39.38,3.42,1.04,10.47,1.49,0,1.82,3.64,0.91,2.73,0,0,1.82,0.91,2.73,2.73,1.82,0,0,80.91,79.4,20.6,11.13,9.47
15660,San Eduardo,Boyacá,1422,702,720,Centro Democrático,536,78,19,106,8,52,87,54,10,22,100,Voto en Blanco,19,,1,,,,,,,,,,,,,18,555,147,39,108,49.37,50.63,76.35,14.55,3.54,19.78,1.49,9.7,16.23,10.07,1.87,4.1,18.66,2.71,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,94.74,79.06,20.94,5.56,15.38
15664,San José de Pare,Boyacá,5101,2208,2893,Alianza Verde,1869,868,29,106,5,187,246,135,60,194,39,Voto en Blanco,12,,1,1,,1,,,,1,,1,,,2,5,1881,327,149,178,43.29,56.71,84.65,46.44,1.55,5.67,0.27,10.01,13.16,7.22,3.21,10.38,2.09,0.54,0,8.33,8.33,0,8.33,0,0,0,8.33,0,8.33,0,0,16.67,41.67,85.19,14.81,6.75,8.06
15667,San Luis de Gaceno,Boyacá,4478,1928,2550,Centro Democrático,1614,80,206,463,16,219,418,88,42,14,68,ASI,14,,1,6,,,,1,,,,2,,,,4,1628,300,147,153,43.05,56.95,83.71,4.96,12.76,28.69,0.99,13.57,25.9,5.45,2.6,0.87,4.21,0.73,0,7.14,42.86,0,0,0,7.14,0,0,0,14.29,0,0,0,28.57,84.44,15.56,7.62,7.94
15673,San Mateo,Boyacá,3699,1794,1905,Centro Democrático,1510,166,196,825,5,169,27,29,12,48,33,Voto en Blanco,17,,,,,1,,,,,4,3,,,1,8,1527,267,78,189,48.5,51.5,84.17,10.99,12.98,54.64,0.33,11.19,1.79,1.92,0.79,3.18,2.19,0.95,0,0,0,0,5.88,0,0,0,0,23.53,17.65,0,0,5.88,47.06,85.12,14.88,4.35,10.54
15676,San Miguel de Sema,Boyacá,2728,985,1743,Partido Conservador,754,45,36,119,10,209,28,189,22,4,92,Voto en Blanco,20,,,1,,,,,,,,1,,1,,17,774,211,131,80,36.11,63.89,76.55,5.97,4.77,15.78,1.33,27.72,3.71,25.07,2.92,0.53,12.2,2.03,0,0,5,0,0,0,0,0,0,0,5,0,5,0,85,78.58,21.42,13.3,8.12
15681,San Pablo de Borbur,Boyacá,5876,2517,3359,Centro Democrático,2019,36,124,791,15,656,189,67,65,35,41,Voto en Blanco,27,1,1,3,,1,,,2,,1,3,1,2,2,10,2046,471,220,251,42.84,57.16,80.21,1.78,6.14,39.18,0.74,32.49,9.36,3.32,3.22,1.73,2.03,1.07,3.7,3.7,11.11,0,3.7,0,0,7.41,0,3.7,11.11,3.7,7.41,7.41,37.04,81.29,18.71,8.74,9.97
15686,Santana,Boyacá,6366,3264,3102,Partido Liberal,2866,61,102,70,8,816,282,1058,41,370,58,Voto en Blanco,15,,1,2,,,,1,,,1,1,,,,9,2881,383,246,137,51.27,48.73,87.81,2.13,3.56,2.44,0.28,28.47,9.84,36.92,1.43,12.91,2.02,0.46,0,6.67,13.33,0,0,0,6.67,0,0,6.67,6.67,0,0,0,60,88.27,11.73,7.54,4.2
15690,Santa María,Boyacá,3402,1350,2052,Partido Conservador,1008,28,109,129,8,381,114,95,28,16,100,Voto en Blanco,23,,,5,,1,,,1,,1,1,,,,14,1031,319,169,150,39.68,60.32,74.67,2.78,10.81,12.8,0.79,37.8,11.31,9.42,2.78,1.59,9.92,1.7,0,0,21.74,0,4.35,0,0,4.35,0,4.35,4.35,0,0,0,60.87,76.37,23.63,12.52,11.11
15693,Santa Rosa de Viterbo,Boyacá,7681,3934,3747,Partido Conservador,3279,332,248,589,24,938,185,229,98,177,459,Voto en Blanco,102,1,4,11,,,,,,1,,,1,,3,81,3381,553,327,226,51.22,48.78,83.35,10.13,7.56,17.96,0.73,28.61,5.64,6.98,2.99,5.4,14,2.59,0.98,3.92,10.78,0,0,0,0,0,0.98,0,0,0.98,0,2.94,79.41,85.94,14.06,8.31,5.74
15696,Santa Sofía,Boyacá,2970,1348,1622,Partido Conservador,1136,21,26,116,1,657,30,29,26,147,83,Voto en Blanco,20,,,,,,,1,,,,2,1,,,16,1156,192,106,86,45.39,54.61,84.27,1.85,2.29,10.21,0.09,57.83,2.64,2.55,2.29,12.94,7.31,1.48,0,0,0,0,0,0,5,0,0,0,10,5,0,0,80,85.76,14.24,7.86,6.38
15720,Sativanorte,Boyacá,2374,958,1416,Partido de la U,837,55,32,103,2,217,343,24,24,19,18,Voto en Blanco,8,1,,1,,1,,,,,,1,1,,,3,845,113,59,54,40.35,59.65,87.37,6.57,3.82,12.31,0.24,25.93,40.98,2.87,2.87,2.27,2.15,0.84,12.5,0,12.5,0,12.5,0,0,0,0,0,12.5,12.5,0,0,37.5,88.2,11.8,6.16,5.64
15723,Sativasur,Boyacá,1212,638,574,Partido Conservador,570,15,16,20,1,242,28,194,6,31,17,Empate,2,,1,,,,,,,,,,,,,1,572,66,31,35,52.64,47.36,89.34,2.63,2.81,3.51,0.18,42.46,4.91,34.04,1.05,5.44,2.98,0.31,0,50,0,0,0,0,0,0,0,0,0,0,0,0,50,89.66,10.34,4.86,5.49
15740,Siachoque,Boyacá,5995,3310,2685,Polo Democrático,2518,573,41,174,15,429,235,87,762,9,193,Voto en Blanco,70,,3,10,1,3,,,,1,2,2,5,1,3,39,2588,722,379,343,55.21,44.79,76.07,22.76,1.63,6.91,0.6,17.04,9.33,3.46,30.26,0.36,7.66,2.11,0,4.29,14.29,1.43,4.29,0,0,0,1.43,2.86,2.86,7.14,1.43,4.29,55.71,78.19,21.81,11.45,10.36
15753,Soatá,Boyacá,7162,3855,3307,Partido de la U,3245,129,124,792,11,802,898,174,138,25,152,Voto en Blanco,46,,2,18,,,,,1,1,,,,,1,23,3291,564,349,215,53.83,46.17,84.18,3.98,3.82,24.41,0.34,24.71,27.67,5.36,4.25,0.77,4.68,1.19,0,4.35,39.13,0,0,0,0,2.17,2.17,0,0,0,0,2.17,50,85.37,14.63,9.05,5.58
15755,Socotá,Boyacá,5910,2575,3335,Partido Liberal,1974,91,32,501,9,200,237,599,74,117,114,Voto en Blanco,77,3,2,8,,7,,3,,,4,2,2,,3,43,2051,524,234,290,43.57,56.43,76.66,4.61,1.62,25.38,0.46,10.13,12.01,30.34,3.75,5.93,5.78,2.99,3.9,2.6,10.39,0,9.09,0,3.9,0,0,5.19,2.6,2.6,0,3.9,55.84,79.65,20.35,9.09,11.26
15757,Socha,Boyacá,6117,2623,3494,Partido Liberal,2145,233,57,179,13,416,92,666,169,108,212,Voto en Blanco,50,,1,1,,2,,,1,,4,1,1,2,3,34,2195,428,236,192,42.88,57.12,81.78,10.86,2.66,8.34,0.61,19.39,4.29,31.05,7.88,5.03,9.88,1.91,0,2,2,0,4,0,0,2,0,8,2,2,4,6,68,83.68,16.32,9,7.32
15759,Sogamoso,Boyacá,84269,40733,43536,Partido Liberal,33014,2327,1404,4893,960,4558,2988,5799,2040,2329,5716,Voto en Blanco,927,37,16,44,3,6,5,4,6,7,26,16,35,5,7,710,33941,6792,5107,1685,48.34,51.66,81.05,7.05,4.25,14.82,2.91,13.81,9.05,17.57,6.18,7.05,17.31,2.28,3.99,1.73,4.75,0.32,0.65,0.54,0.43,0.65,0.76,2.8,1.73,3.78,0.54,0.76,76.59,83.33,16.67,12.54,4.14
15761,Somondoco,Boyacá,2837,1184,1653,Partido Conservador,935,46,99,152,5,304,100,103,46,11,69,Voto en Blanco,30,1,2,,1,1,1,1,1,,1,1,,,1,19,965,219,61,158,41.73,58.27,78.97,4.92,10.59,16.26,0.53,32.51,10.7,11.02,4.92,1.18,7.38,2.53,3.33,6.67,0,3.33,3.33,3.33,3.33,3.33,0,3.33,3.33,0,0,3.33,63.33,81.5,18.5,5.15,13.34
15762,Sora,Boyacá,2408,1482,926,Partido Conservador,1229,54,51,37,2,534,245,83,85,19,119,Voto en Blanco,28,,3,1,,1,,,,,1,1,,,1,20,1257,225,100,125,61.54,38.46,82.93,4.39,4.15,3.01,0.16,43.45,19.93,6.75,6.92,1.55,9.68,1.89,0,10.71,3.57,0,3.57,0,0,0,0,3.57,3.57,0,0,3.57,71.43,84.82,15.18,6.75,8.43
15763,Sotaquirá,Boyacá,5156,2598,2558,Polo Democrático,2048,358,102,95,20,298,242,229,450,46,208,Voto en Blanco,56,,2,7,,3,,,,1,4,3,1,1,1,33,2104,494,276,218,50.39,49.61,78.83,17.48,4.98,4.64,0.98,14.55,11.82,11.18,21.97,2.25,10.16,2.16,0,3.57,12.5,0,5.36,0,0,0,1.79,7.14,5.36,1.79,1.79,1.79,58.93,80.99,19.01,10.62,8.39
15764,Soracá,Boyacá,5046,2192,2854,Alianza Verde,1811,391,135,134,4,335,111,364,70,93,174,Voto en Blanco,44,1,3,5,,1,,,1,1,8,1,2,1,,20,1855,337,196,141,43.44,56.56,82.62,21.59,7.45,7.4,0.22,18.5,6.13,20.1,3.87,5.14,9.61,2.01,2.27,6.82,11.36,0,2.27,0,0,2.27,2.27,18.18,2.27,4.55,2.27,0,45.45,84.63,15.37,8.94,6.43
15774,Susacón,Boyacá,2571,1523,1048,Partido Conservador,1378,16,21,39,1,888,352,23,14,15,9,Empate,4,,,,,,,,,1,,1,1,,,1,1382,141,85,56,59.24,40.76,90.48,1.16,1.52,2.83,0.07,64.44,25.54,1.67,1.02,1.09,0.65,0.26,0,0,0,0,0,0,0,0,25,0,25,25,0,0,25,90.74,9.26,5.58,3.68
