Code,Municipio,Depto,Censo electoral,Participación/Total votos,Abstención,Ganador circunscripción nacional,Votos válidos (Nacional),Alianza Verde,Cambio Radical,Centro Democrático,MIRA,Partido Conservador,Partido de la U,Partido Liberal,Polo Democrático Alternativo,Opción Ciudadana,Voto en blanco (Nacional),Ganador circunscripción indígena,Votos válidos (Indígenas),AICO,ANIC,ASI,Asoc. Autoridades trad. y cabildos indígenas de Colombia,Cabildo Resg. de Calderas,Cabildo San Sebastián de los Lagos,Comunidad de Barrancon,Corp. Indígena Yanacona,Dignidades agropecuarias indígenas,MAIS,Multietnia Colombia,OPIAC,OPIC,Renovación étnica de Colombia,Voto en blanco (Indígenas),Votos válidos (todas las circunscripciones),Votos inválidos,Votos Nulos,Tarjetones No Marcados,%Participación,%Abstención,%Válidos (Nacional),%Alianza Verde,%Cambio Radical,%Centro Democrático,%MIRA,%Partido Conservador,%Partido de la U,%Partido Liberal,%Polo Democrático Alternativo,%Opción Ciudadana,%Blancos (Nacional),%Válidos (Indígenas),%AICO,%ANIC,%ASI,%Asoc. Autoridades trad. y cabildos indígenas de Colombia,%Cabildo Resg. de Calderas,%Cabildo San Sebastián de los Lagos,%Comunidad de Barrancon,%Corp. Indígena Yanacona,%Dignidades agropecuarias indígenas,%MAIS,%Multietnia Colombia,%OPIAC,%OPIC,%Renovación étnica de Colombia,%Blancos (Indígenas),%Válidos (Todas las circunscripciones),%Votos inválidos,%Votos Nulos,%Tarjetones No Marcados
13600,Río Viejo,Bolívar,5710,3259,2451,Partido de la U,2786,204,245,37,1,106,1735,406,18,18,16,Voto en Blanco,6,,1,,,,,,,,,,,,1,4,2792,467,333,134,57.08,42.92,85.49,7.32,8.79,1.33,0.04,3.8,62.28,14.57,0.65,0.65,0.57,0.18,0,16.67,0,0,0,0,0,0,0,0,0,0,0,16.67,66.67,85.67,14.33,10.22,4.11
13620,San Cristóbal,Bolívar,5974,3784,2190,Partido de la U,3469,78,142,12,1,504,1254,984,25,455,14,ASI,11,,2,5,,,,,,,,,,,2,2,3480,304,198,106,63.34,36.66,91.68,2.25,4.09,0.35,0.03,14.53,36.15,28.37,0.72,13.12,0.4,0.29,0,18.18,45.45,0,0,0,0,0,0,0,0,0,0,18.18,18.18,91.97,8.03,5.23,2.8
13647,San Estanislao,Bolívar,13424,8430,4994,Cambio Radical,7129,103,1676,101,9,1126,1674,979,117,1300,44,Voto en Blanco,23,1,1,3,,2,,3,3,,2,2,,1,1,4,7152,1278,823,455,62.8,37.2,84.57,1.44,23.51,1.42,0.13,15.79,23.48,13.73,1.64,18.24,0.62,0.27,4.35,4.35,13.04,0,8.7,0,13.04,13.04,0,8.7,8.7,0,4.35,4.35,17.39,84.84,15.16,9.76,5.4
13650,San Fernando,Bolívar,7813,4404,3409,Opción Ciudadana,3835,14,352,22,,502,1228,76,63,1567,11,Empate,3,,1,1,,,,,,,,,,,,1,3838,566,417,149,56.37,43.63,87.08,0.37,9.18,0.57,0,13.09,32.02,1.98,1.64,40.86,0.29,0.07,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,33.33,87.15,12.85,9.47,3.38
13654,San Jacinto,Bolívar,19010,12470,6540,Partido de la U,10955,110,1297,1157,16,631,4504,2745,193,138,164,Voto en Blanco,37,,,2,,1,,2,,1,4,1,2,,2,22,10992,1478,724,754,65.6,34.4,87.85,1,11.84,10.56,0.15,5.76,41.11,25.06,1.76,1.26,1.5,0.3,0,0,5.41,0,2.7,0,5.41,0,2.7,10.81,2.7,5.41,0,5.41,59.46,88.15,11.85,5.81,6.05
13655,San Jacinto del Cauca,Bolívar,6548,3869,2679,Partido Liberal,3231,9,670,90,,405,543,1305,29,171,9,MAIS,8,,,1,,2,,,,1,3,,,,,1,3239,630,351,279,59.09,40.91,83.51,0.28,20.74,2.79,0,12.53,16.81,40.39,0.9,5.29,0.28,0.21,0,0,12.5,0,25,0,0,0,12.5,37.5,0,0,0,0,12.5,83.72,16.28,9.07,7.21
13657,San Juan Nepomuceno,Bolívar,28960,17177,11783,Partido de la U,14569,113,1951,1799,13,1732,6995,1431,203,204,128,Voto en Blanco,82,1,5,11,,6,4,1,1,2,6,3,1,,4,37,14651,2526,1428,1098,59.31,40.69,84.82,0.78,13.39,12.35,0.09,11.89,48.01,9.82,1.39,1.4,0.88,0.48,1.22,6.1,13.41,0,7.32,4.88,1.22,1.22,2.44,7.32,3.66,1.22,0,4.88,45.12,85.29,14.71,8.31,6.39
13667,San Martín de Loba,Bolívar,10335,5488,4847,Partido de la U,4626,69,1031,97,11,592,1288,407,152,964,15,Voto en Blanco,10,1,1,2,,,,,,,1,1,,,1,3,4636,852,479,373,53.1,46.9,84.29,1.49,22.29,2.1,0.24,12.8,27.84,8.8,3.29,20.84,0.32,0.18,10,10,20,0,0,0,0,0,0,10,10,0,0,10,30,84.48,15.52,8.73,6.8
13670,San Pablo,Bolívar,16204,8565,7639,Opción Ciudadana,6833,80,1478,285,9,266,1327,836,205,2246,101,Voto en Blanco,55,2,6,12,1,3,,4,1,,3,,2,1,2,18,6888,1677,835,842,52.86,47.14,79.78,1.17,21.63,4.17,0.13,3.89,19.42,12.23,3,32.87,1.48,0.64,3.64,10.91,21.82,1.82,5.45,0,7.27,1.82,0,5.45,0,3.64,1.82,3.64,32.73,80.42,19.58,9.75,9.83
13673,Santa Catalina,Bolívar,11050,6783,4267,Partido de la U,5744,52,689,89,10,887,2676,1138,82,87,34,Cabildo Resg. de Calderas,16,,1,2,1,5,,,,,,2,2,,,3,5760,1023,580,443,61.38,38.62,84.68,0.91,12,1.55,0.17,15.44,46.59,19.81,1.43,1.51,0.59,0.24,0,6.25,12.5,6.25,31.25,0,0,0,0,0,12.5,12.5,0,0,18.75,84.92,15.08,8.55,6.53
13683,Santa Rosa,Bolívar,12178,7205,4973,Partido de la U,5406,72,1145,188,37,1002,1460,629,74,747,52,Voto en Blanco,32,,2,2,1,3,1,,1,,,2,1,2,1,16,5438,1767,1033,734,59.16,40.84,75.03,1.33,21.18,3.48,0.68,18.53,27.01,11.64,1.37,13.82,0.96,0.44,0,6.25,6.25,3.13,9.38,3.13,0,3.13,0,0,6.25,3.13,6.25,3.13,50,75.48,24.52,14.34,10.19
13688,Santa Rosa del Sur,Bolívar,16638,7397,9241,Partido Liberal,6084,57,1006,1101,7,667,1021,1121,642,275,187,Voto en Blanco,56,,2,3,,1,,2,,,3,1,2,1,8,33,6140,1257,662,595,44.46,55.54,82.25,0.94,16.54,18.1,0.12,10.96,16.78,18.43,10.55,4.52,3.07,0.76,0,3.57,5.36,0,1.79,0,3.57,0,0,5.36,1.79,3.57,1.79,14.29,58.93,83.01,16.99,8.95,8.04
13744,Simití,Bolívar,11846,6057,5789,Partido Conservador,4915,62,1004,211,2,1611,851,742,146,235,51,Voto en Blanco,21,,3,,,1,1,1,,,,,1,,1,13,4936,1121,576,545,51.13,48.87,81.15,1.26,20.43,4.29,0.04,32.78,17.31,15.1,2.97,4.78,1.04,0.35,0,14.29,0,0,4.76,4.76,4.76,0,0,0,0,4.76,0,4.76,61.9,81.49,18.51,9.51,9
13760,Soplaviento,Bolívar,7676,5088,2588,Partido de la U,4420,40,951,16,2,723,1958,510,69,133,18,Voto en Blanco,16,1,1,2,,1,,1,,1,,,1,,1,7,4436,652,330,322,66.28,33.72,86.87,0.9,21.52,0.36,0.05,16.36,44.3,11.54,1.56,3.01,0.41,0.31,6.25,6.25,12.5,0,6.25,0,6.25,0,6.25,0,0,6.25,0,6.25,43.75,87.19,12.81,6.49,6.33
13780,Talaigua Nuevo,Bolívar,8601,5553,3048,Partido de la U,4964,21,563,104,1,498,1918,1073,36,729,21,Empate,7,1,,1,,1,1,1,,,,,,,1,1,4971,582,409,173,64.56,35.44,89.39,0.42,11.34,2.1,0.02,10.03,38.64,21.62,0.73,14.69,0.42,0.13,14.29,0,14.29,0,14.29,14.29,14.29,0,0,0,0,0,0,14.29,14.29,89.52,10.48,7.37,3.12
13810,Tiquisio,Bolívar,11572,6710,4862,Partido de la U,5566,44,1385,72,4,167,3338,73,32,430,21,Voto en Blanco,18,2,1,,,3,,1,,,1,2,1,,,7,5584,1126,707,419,57.98,42.02,82.95,0.79,24.88,1.29,0.07,3,59.97,1.31,0.57,7.73,0.38,0.27,11.11,5.56,0,0,16.67,0,5.56,0,0,5.56,11.11,5.56,0,0,38.89,83.22,16.78,10.54,6.24
13836,Turbaco,Bolívar,54878,27718,27160,Partido Liberal,22956,309,4134,2577,460,4027,3278,5573,703,1132,763,Voto en Blanco,189,2,9,17,1,5,2,4,2,,7,3,9,3,2,123,23145,4573,2239,2334,50.51,49.49,82.82,1.35,18.01,11.23,2,17.54,14.28,24.28,3.06,4.93,3.32,0.68,1.06,4.76,8.99,0.53,2.65,1.06,2.12,1.06,0,3.7,1.59,4.76,1.59,1.06,65.08,83.5,16.5,8.08,8.42
13838,Turbaná,Bolívar,13356,8429,4927,Partido Conservador,6972,111,762,244,16,2510,1555,1278,105,310,81,Voto en Blanco,41,,3,,1,2,2,,2,1,1,3,3,,2,21,7013,1416,759,657,63.11,36.89,82.71,1.59,10.93,3.5,0.23,36,22.3,18.33,1.51,4.45,1.16,0.49,0,7.32,0,2.44,4.88,4.88,0,4.88,2.44,2.44,7.32,7.32,0,4.88,51.22,83.2,16.8,9,7.79
13873,Villanueva,Bolívar,14079,8602,5477,Cambio Radical,6715,84,1704,339,13,1098,1510,785,152,970,60,ASI,92,5,8,42,1,2,1,2,1,,1,4,4,2,6,13,6807,1795,869,926,61.1,38.9,78.06,1.25,25.38,5.05,0.19,16.35,22.49,11.69,2.26,14.45,0.89,1.07,5.43,8.7,45.65,1.09,2.17,1.09,2.17,1.09,0,1.09,4.35,4.35,2.17,6.52,14.13,79.13,20.87,10.1,10.76
13894,Zambrano,Bolívar,8505,5085,3420,Partido Conservador,4283,11,1104,52,9,1356,323,166,52,1184,26,Voto en Blanco,35,2,1,3,,4,,3,1,,,3,1,,5,12,4318,767,458,309,59.79,40.21,84.23,0.26,25.78,1.21,0.21,31.66,7.54,3.88,1.21,27.64,0.61,0.69,5.71,2.86,8.57,0,11.43,0,8.57,2.86,0,0,8.57,2.86,0,14.29,34.29,84.92,15.08,9.01,6.08
15001,Tunja,Boyacá,108171,55093,53078,Voto en Blanco,46042,7028,2910,5781,912,7402,3159,5501,4156,1215,7978,Voto en Blanco,1105,17,22,55,3,12,2,3,2,7,32,14,39,15,16,866,47147,7946,6378,1568,50.93,49.07,83.57,15.26,6.32,12.56,1.98,16.08,6.86,11.95,9.03,2.64,17.33,2.01,1.54,1.99,4.98,0.27,1.09,0.18,0.27,0.18,0.63,2.9,1.27,3.53,1.36,1.45,78.37,85.58,14.42,11.58,2.85
15022,Almeida,Boyacá,1870,826,1044,Centro Democrático,640,13,104,223,2,93,65,96,19,5,20,Voto en Blanco,6,,,,,1,,,,,1,1,,,1,2,646,180,79,101,44.17,55.83,77.48,2.03,16.25,34.84,0.31,14.53,10.16,15,2.97,0.78,3.13,0.73,0,0,0,0,16.67,0,0,0,0,16.67,16.67,0,0,16.67,33.33,78.21,21.79,9.56,12.23
15047,Aquitania,Boyacá,12281,5476,6805,Partido Conservador,4566,263,75,1282,43,2222,185,86,116,53,241,Voto en Blanco,62,,1,6,1,1,,2,1,,2,1,3,,1,43,4628,848,432,416,44.59,55.41,83.38,5.76,1.64,28.08,0.94,48.66,4.05,1.88,2.54,1.16,5.28,1.13,0,1.61,9.68,1.61,1.61,0,3.23,1.61,0,3.23,1.61,4.84,0,1.61,69.35,84.51,15.49,7.89,7.6
15051,Arcabuco,Boyacá,4393,2117,2276,Cambio Radical,1645,127,352,217,21,311,95,163,53,54,252,Voto en Blanco,46,1,1,1,,1,,,,,2,,1,,,39,1691,426,275,151,48.19,51.81,77.7,7.72,21.4,13.19,1.28,18.91,5.78,9.91,3.22,3.28,15.32,2.17,2.17,2.17,2.17,0,2.17,0,0,0,0,4.35,0,2.17,0,0,84.78,79.88,20.12,12.99,7.13
15087,Belén,Boyacá,6672,2979,3693,Partido Liberal,2511,107,66,267,23,589,261,691,240,54,213,Voto en Blanco,52,1,1,5,,2,,,,,1,1,2,,,39,2563,416,254,162,44.65,55.35,84.29,4.26,2.63,10.63,0.92,23.46,10.39,27.52,9.56,2.15,8.48,1.75,1.92,1.92,9.62,0,3.85,0,0,0,0,1.92,1.92,3.85,0,0,75,86.04,13.96,8.53,5.44
15090,Berbeo,Boyacá,1465,621,844,Partido Liberal,486,98,17,30,15,9,41,181,15,10,70,Voto en Blanco,16,,,4,,,,,,,2,,1,,,9,502,119,43,76,42.39,57.61,78.26,20.16,3.5,6.17,3.09,1.85,8.44,37.24,3.09,2.06,14.4,2.58,0,0,25,0,0,0,0,0,0,12.5,0,6.25,0,0,56.25,80.84,19.16,6.92,12.24
15092,Betéitiva,Boyacá,1844,863,981,Partido Liberal,714,30,47,52,4,182,65,207,27,38,62,Voto en Blanco,23,6,1,4,,,,,,,,,,1,,11,737,126,43,83,46.8,53.2,82.73,4.2,6.58,7.28,0.56,25.49,9.1,28.99,3.78,5.32,8.68,2.67,26.09,4.35,17.39,0,0,0,0,0,0,0,0,0,4.35,0,47.83,85.4,14.6,4.98,9.62
15097,Boavita,Boyacá,5149,2580,2569,Partido Conservador,2243,40,41,104,4,1841,30,39,82,11,51,Voto en Blanco,22,,2,5,,1,,,,,2,1,2,1,,8,2265,315,220,95,50.11,49.89,86.94,1.78,1.83,4.64,0.18,82.08,1.34,1.74,3.66,0.49,2.27,0.85,0,9.09,22.73,0,4.55,0,0,0,0,9.09,4.55,9.09,4.55,0,36.36,87.79,12.21,8.53,3.68
15104,Boyacá,Boyacá,3997,1557,2440,Partido de la U,1159,66,116,56,18,218,327,177,84,15,82,Voto en Blanco,24,,1,2,,,,1,,,,2,1,,,17,1183,374,157,217,38.95,61.05,74.44,5.69,10.01,4.83,1.55,18.81,28.21,15.27,7.25,1.29,7.08,1.54,0,4.17,8.33,0,0,0,4.17,0,0,0,8.33,4.17,0,0,70.83,75.98,24.02,10.08,13.94
15106,Briceño,Boyacá,1987,822,1165,Partido Conservador,655,21,9,103,1,329,44,73,13,21,41,Voto en Blanco,18,,,3,,,,,,,1,,,1,,13,673,149,53,96,41.37,58.63,79.68,3.21,1.37,15.73,0.15,50.23,6.72,11.15,1.98,3.21,6.26,2.19,0,0,16.67,0,0,0,0,0,0,5.56,0,0,5.56,0,72.22,81.87,18.13,6.45,11.68
15109,Buenavista,Boyacá,4453,2008,2445,Partido Conservador,1667,41,204,89,9,905,155,161,32,33,38,Empate,19,,,6,,2,,1,,,,1,2,,1,6,1686,322,125,197,45.09,54.91,83.02,2.46,12.24,5.34,0.54,54.29,9.3,9.66,1.92,1.98,2.28,0.95,0,0,31.58,0,10.53,0,5.26,0,0,0,5.26,10.53,0,5.26,31.58,83.96,16.04,6.23,9.81
15114,Busbanzá,Boyacá,759,455,304,Partido Conservador,401,14,7,35,3,179,109,16,15,2,21,ASI,10,,,5,,,,,,,,,1,,,4,411,44,22,22,59.95,40.05,88.13,3.49,1.75,8.73,0.75,44.64,27.18,3.99,3.74,0.5,5.24,2.2,0,0,50,0,0,0,0,0,0,0,0,10,0,0,40,90.33,9.67,4.84,4.84
15131,Caldas,Boyacá,3072,1256,1816,Partido Liberal,986,44,51,79,7,263,44,320,43,16,119,Voto en Blanco,26,2,,2,,,,,,,,,1,3,1,17,1012,244,107,137,40.89,59.11,78.5,4.46,5.17,8.01,0.71,26.67,4.46,32.45,4.36,1.62,12.07,2.07,7.69,0,7.69,0,0,0,0,0,0,0,0,3.85,11.54,3.85,65.38,80.57,19.43,8.52,10.91
15135,Campohermoso,Boyacá,2554,1121,1433,Centro Democrático,904,20,7,340,10,296,64,75,20,21,51,Voto en Blanco,19,,,,,,,,,1,,3,1,,,14,923,198,68,130,43.89,56.11,80.64,2.21,0.77,37.61,1.11,32.74,7.08,8.3,2.21,2.32,5.64,1.69,0,0,0,0,0,0,0,0,5.26,0,15.79,5.26,0,0,73.68,82.34,17.66,6.07,11.6
15162,Cerinza,Boyacá,3292,1685,1607,Partido Conservador,1460,95,61,118,3,500,430,44,64,10,135,Voto en Blanco,25,,,2,,,,,,,,2,,1,3,17,1485,200,97,103,51.18,48.82,86.65,6.51,4.18,8.08,0.21,34.25,29.45,3.01,4.38,0.68,9.25,1.48,0,0,8,0,0,0,0,0,0,0,8,0,4,12,68,88.13,11.87,5.76,6.11
15172,Chinavita,Boyacá,3121,1378,1743,Partido Conservador,1041,25,42,263,11,397,140,39,55,7,62,ASI,74,1,2,46,1,1,,6,,,2,1,,1,2,11,1115,263,105,158,44.15,55.85,75.54,2.4,4.03,25.26,1.06,38.14,13.45,3.75,5.28,0.67,5.96,5.37,1.35,2.7,62.16,1.35,1.35,0,8.11,0,0,2.7,1.35,0,1.35,2.7,14.86,80.91,19.09,7.62,11.47
15176,Chiquinquirá,Boyacá,38197,17181,21016,Centro Democrático,13776,927,1529,2465,390,2178,1023,1717,823,478,2246,Voto en Blanco,602,3,7,11,2,3,1,6,1,1,8,7,20,149,7,376,14378,2803,1881,922,44.98,55.02,80.18,6.73,11.1,17.89,2.83,15.81,7.43,12.46,5.97,3.47,16.3,3.5,0.5,1.16,1.83,0.33,0.5,0.17,1,0.17,0.17,1.33,1.16,3.32,24.75,1.16,62.46,83.69,16.31,10.95,5.37
15180,Chiscas,Boyacá,3583,1572,2011,Partido Liberal,1336,285,114,308,2,15,23,491,39,36,23,Empate,6,,,1,,,,1,,,,2,,,,2,1342,230,131,99,43.87,56.13,84.99,21.33,8.53,23.05,0.15,1.12,1.72,36.75,2.92,2.69,1.72,0.38,0,0,16.67,0,0,0,16.67,0,0,0,33.33,0,0,0,33.33,85.37,14.63,8.33,6.3
15183,Chita,Boyacá,6498,2867,3631,Partido Conservador,2195,205,22,618,5,782,302,80,49,25,107,Voto en Blanco,26,1,1,,1,1,1,,,1,6,2,,1,1,10,2221,646,96,550,44.12,55.88,76.56,9.34,1,28.15,0.23,35.63,13.76,3.64,2.23,1.14,4.87,0.91,3.85,3.85,0,3.85,3.85,3.85,0,0,3.85,23.08,7.69,0,3.85,3.85,38.46,77.47,22.53,3.35,19.18
15185,Chitaraque,Boyacá,5232,2025,3207,Opción Ciudadana,1610,18,44,208,1,160,243,115,57,730,34,Voto en Blanco,12,1,,1,,,1,,,1,,,,,2,6,1622,403,215,188,38.7,61.3,79.51,1.12,2.73,12.92,0.06,9.94,15.09,7.14,3.54,45.34,2.11,0.59,8.33,0,8.33,0,0,8.33,0,0,8.33,0,0,0,0,16.67,50,80.1,19.9,10.62,9.28
15187,Chivatá,Boyacá,2527,1369,1158,Partido Conservador,1119,284,49,40,4,435,43,41,121,14,88,Voto en Blanco,30,,,2,1,1,,1,1,,1,1,,,,22,1149,220,113,107,54.17,45.83,81.74,25.38,4.38,3.57,0.36,38.87,3.84,3.66,10.81,1.25,7.86,2.19,0,0,6.67,3.33,3.33,0,3.33,3.33,0,3.33,3.33,0,0,0,73.33,83.93,16.07,8.25,7.82
15189,Ciénega,Boyacá,3758,1599,2159,Partido Conservador,1273,71,196,243,10,401,69,72,33,10,168,Voto en Blanco,41,,1,1,1,1,,,,1,1,,,,2,33,1314,285,106,179,42.55,57.45,79.61,5.58,15.4,19.09,0.79,31.5,5.42,5.66,2.59,0.79,13.2,2.56,0,2.44,2.44,2.44,2.44,0,0,0,2.44,2.44,0,0,0,4.88,80.49,82.18,17.82,6.63,11.19
15204,Cómbita,Boyacá,8250,3904,4346,Partido Liberal,3049,248,463,189,19,577,350,665,156,88,294,Voto en Blanco,82,1,3,12,,,,,,,1,2,4,,1,58,3131,773,527,246,47.32,52.68,78.1,8.13,15.19,6.2,0.62,18.92,11.48,21.81,5.12,2.89,9.64,2.1,1.22,3.66,14.63,0,0,0,0,0,0,1.22,2.44,4.88,0,1.22,70.73,80.2,19.8,13.5,6.3
15212,Coper,Boyacá,3266,1331,1935,Partido Conservador,1141,26,74,102,,375,77,297,14,92,84,Voto en Blanco,20,,,4,,1,,,,,,1,1,,,13,1161,170,62,108,40.75,59.25,85.73,2.28,6.49,8.94,0,32.87,6.75,26.03,1.23,8.06,7.36,1.5,0,0,20,0,5,0,0,0,0,0,5,5,0,0,65,87.23,12.77,4.66,8.11
15215,Corrales,Boyacá,2159,1176,983,Partido Conservador,1021,47,29,96,9,518,53,75,37,6,151,Voto en Blanco,25,1,1,,,,,1,1,,,2,,,,19,1046,130,56,74,54.47,45.53,86.82,4.6,2.84,9.4,0.88,50.73,5.19,7.35,3.62,0.59,14.79,2.13,4,4,0,0,0,0,4,4,0,0,8,0,0,0,76,88.95,11.05,4.76,6.29
15218,Covarachía,Boyacá,3172,1217,1955,Centro Democrático,965,162,16,454,3,105,44,45,22,107,7,Voto en Blanco,18,1,1,3,1,1,,,,1,,1,2,,1,6,983,234,91,143,38.37,61.63,79.29,16.79,1.66,47.05,0.31,10.88,4.56,4.66,2.28,11.09,0.73,1.48,5.56,5.56,16.67,5.56,5.56,0,0,0,5.56,0,5.56,11.11,0,5.56,33.33,80.77,19.23,7.48,11.75
15223,Cubará,Boyacá,4542,1600,2942,Partido Liberal,1132,37,28,115,7,275,55,521,10,31,53,MAIS,112,,,5,,2,,,,,94,,,,1,10,1244,356,190,166,35.23,64.77,70.75,3.27,2.47,10.16,0.62,24.29,4.86,46.02,0.88,2.74,4.68,7,0,0,4.46,0,1.79,0,0,0,0,83.93,0,0,0,0.89,8.93,77.75,22.25,11.88,10.38
15224,Cucaita,Boyacá,2997,1606,1391,Partido Conservador,1342,72,31,37,2,421,268,83,108,54,266,Voto en Blanco,53,,2,6,,,,,1,,1,2,2,,1,38,1395,211,113,98,53.59,46.41,83.56,5.37,2.31,2.76,0.15,31.37,19.97,6.18,8.05,4.02,19.82,3.3,0,3.77,11.32,0,0,0,0,1.89,0,1.89,3.77,3.77,0,1.89,71.7,86.86,13.14,7.04,6.1
15226,Cuítiva,Boyacá,1890,976,914,Partido Conservador,834,21,58,124,3,347,49,144,20,15,53,Voto en Blanco,13,,,,,,,,,,,,,,,13,847,129,79,50,51.64,48.36,85.45,2.52,6.95,14.87,0.36,41.61,5.88,17.27,2.4,1.8,6.35,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,86.78,13.22,8.09,5.12
15232,Chíquiza,Boyacá,4295,2393,1902,Partido Liberal,1885,52,37,21,3,307,591,674,83,15,102,Voto en Blanco,25,,1,,,,,,,,2,1,,,,21,1910,483,197,286,55.72,44.28,78.77,2.76,1.96,1.11,0.16,16.29,31.35,35.76,4.4,0.8,5.41,1.04,0,4,0,0,0,0,0,0,0,8,4,0,0,0,84,79.82,20.18,8.23,11.95
15236,Chivor,Boyacá,1778,622,1156,Partido Conservador,481,51,29,81,6,224,15,17,14,6,38,Voto en Blanco,17,,2,1,1,,,,1,1,,,,,,11,498,124,51,73,34.98,65.02,77.33,10.6,6.03,16.84,1.25,46.57,3.12,3.53,2.91,1.25,7.9,2.73,0,11.76,5.88,5.88,0,0,0,5.88,5.88,0,0,0,0,0,64.71,80.06,19.94,8.2,11.74
15238,Duitama,Boyacá,78773,37919,40854,Centro Democrático,30110,2322,1826,5743,1211,4816,2757,3041,1962,811,5621,Voto en Blanco,997,67,16,96,6,9,4,5,5,5,24,15,22,5,15,703,31107,6812,5579,1233,48.14,51.86,79.41,7.71,6.06,19.07,4.02,15.99,9.16,10.1,6.52,2.69,18.67,2.63,6.72,1.6,9.63,0.6,0.9,0.4,0.5,0.5,0.5,2.41,1.5,2.21,0.5,1.5,70.51,82.04,17.96,14.71,3.25
15244,El Cocuy,Boyacá,3724,1504,2220,Centro Democrático,1209,71,59,409,5,265,38,198,32,3,129,Voto en Blanco,19,,1,,,2,,,,,1,,,,1,14,1228,276,117,159,40.39,59.61,80.39,5.87,4.88,33.83,0.41,21.92,3.14,16.38,2.65,0.25,10.67,1.26,0,5.26,0,0,10.53,0,0,0,0,5.26,0,0,0,5.26,73.68,81.65,18.35,7.78,10.57
15248,El Espino,Boyacá,2246,1069,1177,Centro Democrático,894,23,69,486,2,194,24,33,15,11,37,Voto en Blanco,10,1,,1,,1,,,,,1,,1,,2,3,904,165,70,95,47.6,52.4,83.63,2.57,7.72,54.36,0.22,21.7,2.68,3.69,1.68,1.23,4.14,0.94,10,0,10,0,10,0,0,0,0,10,0,10,0,20,30,84.57,15.43,6.55,8.89
15272,Firavitoba,Boyacá,5530,2297,3233,Partido Conservador,1907,87,52,112,23,932,126,253,81,21,220,Voto en Blanco,41,,2,5,1,1,,,,,1,4,1,,1,25,1948,349,177,172,41.54,58.46,83.02,4.56,2.73,5.87,1.21,48.87,6.61,13.27,4.25,1.1,11.54,1.78,0,4.88,12.2,2.44,2.44,0,0,0,0,2.44,9.76,2.44,0,2.44,60.98,84.81,15.19,7.71,7.49
15276,Floresta,Boyacá,3011,1691,1320,Partido Conservador,1439,177,44,383,2,450,55,208,20,9,91,Voto en Blanco,21,1,1,1,,,1,,,,1,1,,,,15,1460,231,89,142,56.16,43.84,85.1,12.3,3.06,26.62,0.14,31.27,3.82,14.45,1.39,0.63,6.32,1.24,4.76,4.76,4.76,0,0,4.76,0,0,0,4.76,4.76,0,0,0,71.43,86.34,13.66,5.26,8.4
15293,Gachantivá,Boyacá,2766,1389,1377,Partido Conservador,1126,199,137,80,8,359,64,86,25,114,54,Voto en Blanco,20,,4,2,,1,,,,1,1,,,,1,10,1146,243,67,176,50.22,49.78,81.07,17.67,12.17,7.1,0.71,31.88,5.68,7.64,2.22,10.12,4.8,1.44,0,20,10,0,5,0,0,0,5,5,0,0,0,5,50,82.51,17.49,4.82,12.67
15296,Gameza,Boyacá,4086,1777,2309,Partido Conservador,1422,38,49,182,13,751,62,116,78,9,124,Voto en Blanco,27,5,1,2,,1,,,1,,,,1,,1,15,1449,328,166,162,43.49,56.51,80.02,2.67,3.45,12.8,0.91,52.81,4.36,8.16,5.49,0.63,8.72,1.52,18.52,3.7,7.41,0,3.7,0,0,3.7,0,0,0,3.7,0,3.7,55.56,81.54,18.46,9.34,9.12
15299,Garagoa,Boyacá,11507,5307,6200,Partido Conservador,4334,64,149,737,272,1396,494,303,270,171,478,Voto en Blanco,99,2,5,13,,1,1,1,1,,2,2,2,,1,68,4433,874,487,387,46.12,53.88,81.67,1.48,3.44,17.01,6.28,32.21,11.4,6.99,6.23,3.95,11.03,1.87,2.02,5.05,13.13,0,1.01,1.01,1.01,1.01,0,2.02,2.02,2.02,0,1.01,68.69,83.53,16.47,9.18,7.29
15317,Guacamayas,Boyacá,1655,869,786,Centro Democrático,817,50,8,634,4,87,7,3,8,2,14,Empate,6,,1,,,,,1,,,,,,,2,2,823,46,11,35,52.51,47.49,94.02,6.12,0.98,77.6,0.49,10.65,0.86,0.37,0.98,0.24,1.71,0.69,0,16.67,0,0,0,0,16.67,0,0,0,0,0,0,33.33,33.33,94.71,5.29,1.27,4.03
15322,Guateque,Boyacá,8813,3621,5192,Partido Liberal,2982,243,180,287,91,454,415,813,135,35,329,Voto en Blanco,60,1,1,3,2,3,,,,1,3,2,4,1,,39,3042,579,324,255,41.09,58.91,82.35,8.15,6.04,9.62,3.05,15.22,13.92,27.26,4.53,1.17,11.03,1.66,1.67,1.67,5,3.33,5,0,0,0,1.67,5,3.33,6.67,1.67,0,65,84.01,15.99,8.95,7.04
